dataset_stem,eps,selector_tag,route,method,btab_eig_q,btab_active_size_raw,btab_box_size,tail_size,rho_max_T,tail_energy,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max,cg_iters,outer_iters,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,topk_1024,boxeig,btab_boxeig_topk_1024_q128,128.0,1024,1369,34352,720.4558888597658,477731.2262290859,19596.92694969718,1.0914700806656416e-14,607,607,0.3607289999927161,2.15403449999576,2.4112517000030493,0.0844876999908592,2.4957393999939086,0.0311741298092495
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,topk_1024,inverse,btab_auto_topk_1024,,1024,1369,34352,720.4558888597658,477731.2262290859,,,246,246,0.1019781999930273,1.1304421999957412,1.379852199999732,0.000162199998158,1.38001439999789,0.0311741458221677
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,topk_512,boxeig,btab_boxeig_topk_512_q32,32.0,512,625,35096,3940.556332249953,1388672.4014116372,238953.6723188795,1.9950400426218042e-15,1581,1581,0.1215596000110963,4.83585519999906,5.09105040000577,0.0197764999902574,5.110826899996027,0.0311743913795918
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,topk_512,boxeig,btab_boxeig_topk_512_q64,64.0,512,625,35096,3940.556332249953,1388672.4014116372,76617.16324097147,3.859853344654529e-15,1009,1009,0.1703557000000728,3.1936745999992127,3.444208700006129,0.0373994999972637,3.481608200003393,0.0311743055910969
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,topk_512,boxeig,btab_boxeig_topk_512_q128,128.0,512,625,35096,3940.556332249953,1388672.4014116372,18593.16273529436,1.0846170739843732e-14,640,640,0.3455889999895589,2.2652373000019,2.5194436000019778,0.0840622999967308,2.6035058999987086,0.0311741580709886
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,topk_512,inverse,btab_auto_topk_512,,512,625,35096,3940.556332249953,1388672.4014116372,,,491,491,0.0230938999884529,1.6003721000015505,1.8505333000066455,0.0001532000023871,1.850686500009033,0.0311741294031544
synthetic_true_func_2d_n1000000,1e-05,topk_1024,boxeig,btab_boxeig_topk_1024_q32,32.0,1024,1369,34352,240.15142962489767,159243.36646229576,76879.63881018155,2.8856988530397258e-15,502,502,0.1096544000029098,1.6833922999940114,1.7781084000016565,0.0200311999942641,1.7981395999959204,0.0012477203386922
synthetic_true_func_2d_n1000000,1e-05,topk_1024,boxeig,btab_boxeig_topk_1024_q64,64.0,1024,1369,34352,240.15142962489767,159243.36646229576,25210.59119075832,4.341010295354679e-15,267,267,0.1744924999948125,1.009955399989849,1.1035760999948252,0.0407122000033268,1.144288299998152,0.0012482807835777
synthetic_true_func_2d_n1000000,1e-05,topk_1024,boxeig,btab_boxeig_topk_1024_q128,128.0,1024,1369,34352,240.15142962489767,159243.36646229576,6912.102426268262,1.1839225687450636e-14,116,116,0.3396674000105122,0.708610800007591,0.8017245999944862,0.0949445000005653,0.8966690999950515,0.0012470265651477
synthetic_true_func_2d_n1000000,1e-05,topk_1024,inverse,btab_auto_topk_1024,,1024,1369,34352,240.15142962489767,159243.36646229576,,,91,91,0.1059177999995881,0.5024073999957182,0.5962641999940388,0.0001716999977361,0.5964358999917749,0.0012487603215516
synthetic_true_func_2d_n1000000,1e-05,topk_512,boxeig,btab_boxeig_topk_512_q32,32.0,512,625,35096,1313.5162514396102,462889.7870762957,76839.02607350548,3.086021566042744e-15,403,403,0.1171335999970324,1.3552097999927355,1.449150499989628,0.0200547999993432,1.469205299988971,0.001250856632079
synthetic_true_func_2d_n1000000,1e-05,topk_512,boxeig,btab_boxeig_topk_512_q64,64.0,512,625,35096,1313.5162514396102,462889.7870762957,25143.470578862416,4.29459930669629e-15,231,231,0.1847271999868098,0.9159300999890548,1.008979599995655,0.0527359000116121,1.061715500007267,0.0012482328006048
synthetic_true_func_2d_n1000000,1e-05,topk_512,boxeig,btab_boxeig_topk_512_q128,128.0,512,625,35096,1313.5162514396102,462889.7870762957,6816.580303956343,1.0939952825064431e-14,214,214,0.3383426000073086,1.0032494000042789,1.0968464000034146,0.0813801000040257,1.1782265000074403,0.0012480007610665
synthetic_true_func_2d_n1000000,1e-05,topk_512,inverse,btab_auto_topk_512,,512,625,35096,1313.5162514396102,462889.7870762957,,,186,186,0.0254986000072676,0.663717400006135,0.7573443000001134,0.0006056999991415,0.7579499999992549,0.0012488743546465
synthetic_true_func_2d_n3000000,1e-05,topk_1024,boxeig,btab_boxeig_topk_1024_q32,32.0,1024,1369,34352,720.4550297587765,477730.621178876,230595.22591552747,2.062024989719729e-15,472,472,0.1161946000065654,1.6157799999928102,1.8741928999952504,0.0226583000039681,1.8968511999992188,0.0008836977874047
synthetic_true_func_2d_n3000000,1e-05,topk_1024,boxeig,btab_boxeig_topk_1024_q64,64.0,1024,1369,34352,720.4550297587765,477730.621178876,75515.69610082591,4.574400542668983e-15,252,252,0.1922562000108882,0.9713193999923532,1.2273341999971308,0.0399327000050107,1.2672669000021417,0.0008832284100253
synthetic_true_func_2d_n3000000,1e-05,topk_1024,boxeig,btab_boxeig_topk_1024_q128,128.0,1024,1369,34352,720.4550297587765,477730.621178876,20735.77604084649,1.022525505383647e-14,164,164,0.3575043000018922,0.8569416999962414,1.1094463000044923,0.0792862999951466,1.1887325999996392,0.000880209575693
synthetic_true_func_2d_n3000000,1e-05,topk_1024,inverse,btab_auto_topk_1024,,1024,1369,34352,720.4550297587765,477730.621178876,,,134,134,0.113567200009129,0.719293000001926,0.9714007000002312,0.0001764000044204,0.9715771000046516,0.0008808311987468
synthetic_true_func_2d_n3000000,1e-05,topk_512,boxeig,btab_boxeig_topk_512_q32,32.0,512,625,35096,3940.552263332442,1388670.7690064183,230475.79093510227,2.449032484504648e-15,499,499,0.1114571999933105,1.6638830000010785,1.9136130999977468,0.0267293000069912,1.940342400004738,0.0008813050355687
synthetic_true_func_2d_n3000000,1e-05,topk_512,boxeig,btab_boxeig_topk_512_q64,64.0,512,625,35096,3940.552263332442,1388670.7690064183,75318.31997882345,4.077343143412415e-15,284,284,0.199786099998164,1.1462424999917855,1.3972215999965556,0.0409253000107128,1.4381469000072684,0.0008815090424654
synthetic_true_func_2d_n3000000,1e-05,topk_512,boxeig,btab_boxeig_topk_512_q128,128.0,512,625,35096,3940.552263332442,1388670.7690064183,20455.63205671682,1.12906602291048e-14,228,228,0.362592700010282,1.0786263000045435,1.3286885999987137,0.0929795000120066,1.42166810001072,0.0008773710135406
synthetic_true_func_2d_n3000000,1e-05,topk_512,inverse,btab_auto_topk_512,,512,625,35096,3940.552263332442,1388670.7690064183,,,256,256,0.0234306000056676,0.8884574999974575,1.141038500005379,0.0002019999956246,1.141240500001004,0.0008811440171068
