M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,coord_nystrom_gamma,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_block_size,eig_n_iter,eig_nystrom_kernel_s,eig_residual_cols_rel,eig_residual_fro,eig_residual_fro_rel,eig_residual_max,eig_residual_median,eigen_apply_A_block_calls,eigen_n_matvec,eigen_t_matvec_avg,eigen_t_matvec_total,eps,exact_apply_mode,gamma,has_nufft,injected_eps_coord_topq,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,lambda1_coord_nystrom,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,precond_kind,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,surrogate_tag,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_coord_topq,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_eigenspace,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,top_q,version
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,2.081879126746235e-15,9.349768135676939e-16,160,98,98,,98,32,1369,34352,701440,7993.346518660623,79933.46518660622,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,1466,1467,9.921489701406458e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,,,,,,,2.081879126746235e-15,9.349768135676939e-16,,,,,1e-05,boxeig,999999.9999994705,True,,nan,0,0,,nan,0,0,0,0,False,1466.0,matern,0.1,1.5,1.0,,85264,6000,btab_boxeig_topk_1024_q32,189,1467,1466,250000,1000000,cufinufft,binned_c1,50,1466,9.921489701406458e-07,pcg,converged,1466,,True,0.1,0,240.15196295342733,0.03552694041250036,0.0349152120716195,0,0.1,boxeig,ok,,0.0014941115202307613,2.1918616001785267,0.0006143123465716441,0.9005819000740303,159243.74207647605,34352,,79933.46518660622,0.002334399992832914,6.772817178336474e-05,0.09928949983441271,6.287919523703928e-05,0.09218090021749958,0.00034685347918205037,0.5084872004808858,0.11674690002109855,0.0,0.0,0.0013639000098919496,0.0,9.437257839193044e-05,0.13835019992257003,0.1153830000112066,,0.02016620000358671,0.0714556999882916,0.11969599999429192,0.0216878000064753,4.69914979999885,0.0,4.770605499987141,4.790771699990728,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,3.3636240853160848e-15,1.0812494469101234e-15,320,162,162,,162,64,1369,34352,1402880,2562.4915762100877,25624.915762100874,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,814,815,9.960002389829005e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,,,,,,,3.3636240853160848e-15,1.0812494469101234e-15,,,,,1e-05,boxeig,999999.9999994705,True,,nan,0,0,,nan,0,0,0,0,False,814.0,matern,0.1,1.5,1.0,,85264,6000,btab_boxeig_topk_1024_q64,189,815,814,250000,1000000,cufinufft,binned_c1,50,814,9.960002389829005e-07,pcg,converged,814,,True,0.1,0,240.15196295342733,0.03552696514015306,0.03491519165895526,0,0.1,boxeig,ok,,0.0014512631903078259,1.182779500100878,0.0005703486487296861,0.46426380006596446,159243.74207647605,34352,,25624.915762100874,0.002249799988931045,6.297076169884231e-05,0.051258200022857636,5.87350125783535e-05,0.047810300238779746,0.00032076904188291824,0.26110600009269547,0.16948269998829346,0.0,0.0,0.001353300001937896,0.0,8.909312048334862e-05,0.07252180007344577,0.16812939998635557,,0.042785099998582155,0.0678604999993695,0.1721969999925932,0.02124849999381695,2.5845665000088047,0.0,2.652427000008174,2.6952121000067564,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,1.4915219690008594e-14,2.2350904823745223e-15,640,290,290,,290,128,1369,34352,2805760,654.867026957881,6548.670269578809,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,443,444,9.116775624114931e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,,,,,,,1.4915219690008594e-14,2.2350904823745223e-15,,,,,1e-05,boxeig,999999.9999994705,True,,nan,0,0,,nan,0,0,0,0,False,443.0,matern,0.1,1.5,1.0,,85264,6000,btab_boxeig_topk_1024_q128,189,444,443,250000,1000000,cufinufft,binned_c1,50,443,9.116775624114931e-07,pcg,converged,443,,True,0.1,0,240.15196295342733,0.0355268492089887,0.034915088294367805,0,0.1,boxeig,ok,,0.001446299774731931,0.6421570999809774,0.0005709227993041088,0.2529188000917202,159243.74207647605,34352,,6548.670269578809,0.002193799999076873,6.436907439797478e-05,0.028515499958302826,5.881941324661215e-05,0.02605700006824918,0.00032219548548601196,0.1427326000703033,0.34712500000023283,0.0,0.0,0.001217299999552779,0.0,8.767494388107572e-05,0.038840000139316544,0.34590770000068005,,0.08016170001064893,0.06821060000220314,0.34980569999606814,0.0213757000019541,1.6563515000016196,0.0,1.7245621000038227,1.8047238000144716,1e-06,,v7_btab_boxeig
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244,2245,9.746581665769032e-07,,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,,,,,,,,,0,0,,,1e-05,,,True,,,,,,,,,,,False,2244.0,matern,0.1,1.5,1.0,,,6000,plain_cg,189,2245,,750000,3000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.0311743839340573,0.030731427773720385,0,,,ok,,0.001450649576592477,3.2567082994501106,,,,,,,,,,,,,,,,,,,,,,,,0.2489553000050364,,0.05972520000068471,4.840042800002266,,5.088998699997319,,1e-06,,v1
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,988,8.558763873492363e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,53,3,nan,,6172.750962116841,0.01423825619085302,,,5,257,0.001421287714739254,0.36527094268798826,1e-05,,,True,[],,,,,,,,,,False,987.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q45,189,988,987,750000,3000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.031097696184659462,0.030654779381883823,0,,,ok,,0.0015072730768835813,1.4891857999609783,0.00041854721386096015,0.41310610008076765,,,[],,,,,,,,,,,,,,,,,0.6154706000088481,,0.1808269999892218,0.00042460000258870423,0.06152000000292901,2.885984099993948,,3.6827062999946065,,1e-06,45,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,571,9.774676691822943e-07,,,nan,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,,,,2,35721,98,3,nan,,2655.3229963440785,0.006075306771120879,,,5,482,0.0013584931876154858,0.6547937164306641,1e-05,,,True,[],,,,,,,,,,False,570.0,matern,0.1,1.5,1.0,nan,,6000,eigenpro_pcg_q90,189,571,570,750000,3000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.031097837801589357,0.030654898341176795,0,,,ok,,0.0014874003503403108,0.8493056000443175,0.0007602929825161322,0.43336700003419537,,,[],,,,,,,,,,,,,,,,,1.3762979000021005,,0.1800128000031691,0.00042070000199601054,0.060665199998766184,1.839119899988873,,3.3958512999961386,,1e-06,90,v3
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,487,488,9.626910134939735e-07,6250000,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,chol_solve,2999999.9999965867,True,,nan,0,50,diag,0.001,0,0,0,0,False,487.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_512,189,488,487,750000,3000000,cufinufft,binned_c1,50,487,9.626910134939735e-07,pcg,converged,487,,True,0.1,0,3940.556332250379,0.031097446883826926,0.030654339342683766,0,0.1,exact,ok,,0.0014525858600567606,0.7088618997076992,0.000771685215851074,0.37581070011947304,1388672.4014117874,35096,,,0.002377199998591095,6.231806971021837e-05,0.03034889994887635,6.408151959282302e-05,0.03120770004170481,0.0005188344971999217,0.25267240013636183,0.01860950000991579,0.008522999996785074,-0.01860950000991579,0.0,0.009329600012279116,8.708624233414267e-05,0.042411000016727485,,,0.0001441000058548525,0.18195569999807049,0.022422599999117665,0.05984980000357609,1.5598882000049343,0.0007569000008516014,1.7418439000030048,1.7419880000088597,1e-06,,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,248,249,9.27326407519751e-07,29986576,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,chol_solve,2999999.9999965867,True,,nan,0,50,diag,0.001,0,0,0,0,False,248.0,matern,0.1,1.5,1.0,,0,6000,btab_auto_topk_1024,189,249,248,750000,3000000,cufinufft,binned_c1,50,248,9.27326407519751e-07,pcg,converged,248,,True,0.1,0,720.4558888598436,0.031097446574764594,0.030654318732103485,0,0.1,exact,ok,,0.0014887265058633606,0.3706928999599768,0.0017707346778479405,0.43914220010628924,477731.2262291375,34352,,,0.0024517999991076067,6.818145166400955e-05,0.01690900001267437,7.157096760854455e-05,0.01774959996691905,0.0014941870974120497,0.3705584001581883,0.10432179999770597,0.04869429999962449,-0.10432179999770597,0.0,0.05240859999321401,9.249838718284493e-05,0.02293960002134554,,,0.0001750999945215881,0.19163499999558553,0.10823650000384077,0.06048320000991225,1.1723430999991251,0.0032189000048674643,1.3639780999947106,1.3641531999892322,1e-06,,v6_btab
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,2.7320189790547624e-15,8.965023473253541e-16,160,98,98,,98,32,625,35096,320512,23895.775580220827,238957.75580220827,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,1581,1582,9.93611296150284e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,,,,,,,2.7320189790547624e-15,8.965023473253541e-16,,,,,1e-05,boxeig,2999999.9999965867,True,,nan,0,0,,nan,0,0,0,0,False,1581.0,matern,0.1,1.5,1.0,,38416,6000,btab_boxeig_topk_512_q32,189,1582,1581,750000,3000000,cufinufft,binned_c1,50,1581,9.93611296150284e-07,pcg,converged,1581,,True,0.1,0,3940.556332250379,0.03109767075341243,0.030654580565270366,0,0.1,boxeig,ok,,0.0014876075219577114,2.3533950997370994,0.0005983134090224756,0.9459334996645339,1388672.4014117874,35096,,238957.75580220827,0.0023760000040056184,6.522264388166922e-05,0.10311699997691903,6.029898811271326e-05,0.09533270020619966,0.00034153105626535143,0.5399605999555206,0.13813930000469554,0.0,0.0,0.0016475000011269003,0.0,9.07347245728874e-05,0.14345159954973496,0.13649180000356864,,0.020048100006533787,0.17924080000375398,0.14126880001276731,0.059951699993689544,4.962521599998581,0.0,5.141762400002335,5.161810500008869,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,2.8727641101019203e-15,9.620907838698878e-16,320,162,162,,162,64,625,35096,641024,7661.942627312427,76619.42627312426,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,1015,1016,9.965972008755048e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,,,,,,,2.8727641101019203e-15,9.620907838698878e-16,,,,,1e-05,boxeig,2999999.9999965867,True,,nan,0,0,,nan,0,0,0,0,False,1015.0,matern,0.1,1.5,1.0,,38416,6000,btab_boxeig_topk_512_q64,189,1016,1015,750000,3000000,cufinufft,binned_c1,50,1015,9.965972008755048e-07,pcg,converged,1015,,True,0.1,0,3940.556332250379,0.03109759753549204,0.03065449068527108,0,0.1,boxeig,ok,,0.0014839068897588474,1.507649399994989,0.0006006768475667449,0.6096870002802461,1388672.4014117874,35096,,76619.42627312426,0.002223999996203929,6.553507378448737e-05,0.06651809989125468,5.992541843486188e-05,0.06082429971138481,0.0003436866998007255,0.3488420002977364,0.18655940001190174,0.0,0.0,0.0012650000135181472,0.0,9.140256174961609e-05,0.09277360017586034,0.1852943999983836,,0.045259400008944795,0.18463550000160467,0.18951209999795537,0.06091030000243336,3.2852954999980284,0.0,3.469930999999633,3.515190400008578,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,1.0967155256421096e-14,1.689155102381381e-15,640,290,290,,290,128,625,35096,1282048,1859.1589531375291,18591.58953137529,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,646,647,9.518526412681098e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,,,,,,,1.0967155256421096e-14,1.689155102381381e-15,,,,,1e-05,boxeig,2999999.9999965867,True,,nan,0,0,,nan,0,0,0,0,False,646.0,matern,0.1,1.5,1.0,,38416,6000,btab_boxeig_topk_512_q128,189,647,646,750000,3000000,cufinufft,binned_c1,50,646,9.518526412681098e-07,pcg,converged,646,,True,0.1,0,3940.556332250379,0.0310974657620946,0.030654333357984877,0,0.1,boxeig,ok,,0.0015171238022989204,0.9815791000874015,0.0006397105268658292,0.41325300035532564,1388672.4014117874,35096,,18591.58953137529,0.002401999998255633,6.955696617493885e-05,0.044933800149010494,6.377337446029734e-05,0.04119759990135208,0.00036912105243902467,0.23845219987560995,0.3526941000163788,0.0,0.0,0.001364300012937747,0.0,9.595804921032042e-05,0.06198889978986699,0.35132980000344105,,0.08645420000539161,0.1777726000000257,0.35565759999735747,0.06292969999776687,2.4010415999946417,0.0,2.5788141999946674,2.665268400000059,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,2.0059573094364733e-15,1.0220042597848434e-15,160,98,98,,98,32,1369,34352,701440,23948.48274264257,239484.82742642568,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,1909,1910,9.87597594450047e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,,,,,,,2.0059573094364733e-15,1.0220042597848434e-15,,,,,1e-05,boxeig,2999999.9999965867,True,,nan,0,0,,nan,0,0,0,0,False,1909.0,matern,0.1,1.5,1.0,,85264,6000,btab_boxeig_topk_1024_q32,189,1910,1909,750000,3000000,cufinufft,binned_c1,50,1909,9.87597594450047e-07,pcg,converged,1909,,True,0.1,0,720.4558888598436,0.031097374367736356,0.030654295515887553,0,0.1,boxeig,ok,,0.0014785370680747958,2.82400580002286,0.0005783902569180609,1.104147000456578,477731.2262291375,34352,,239484.82742642568,0.002230999991297722,6.439161868276871e-05,0.12292360006540548,6.0122105826998414e-05,0.11477310002373997,0.0003240548980885418,0.6186208004510263,0.1065334000159055,0.0,0.0,0.0012378000101307407,0.0,9.001749603667102e-05,0.171843399934005,0.10529560000577476,,0.020439799991436303,0.17944189999252558,0.10919420000573155,0.059917599995969795,5.865502500004368,0.0,6.0449443999968935,6.06538419998833,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,4.307627849021514e-15,1.0886232953242598e-15,320,162,162,,162,64,1369,34352,1402880,7691.245806811318,76912.45806811318,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,1114,1115,9.98155098236035e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,,,,,,,4.307627849021514e-15,1.0886232953242598e-15,,,,,1e-05,boxeig,2999999.9999965867,True,,nan,0,0,,nan,0,0,0,0,False,1114.0,matern,0.1,1.5,1.0,,85264,6000,btab_boxeig_topk_1024_q64,189,1115,1114,750000,3000000,cufinufft,binned_c1,50,1114,9.98155098236035e-07,pcg,converged,1114,,True,0.1,0,720.4558888598436,0.031097384848927736,0.030654275101057053,0,0.1,boxeig,ok,,0.0015032480717239894,1.676121599972248,0.0006098898561593836,0.6794172997615533,477731.2262291375,34352,,76912.45806811318,0.002222000010078773,6.771445222572244e-05,0.0754338997794548,6.219272844951526e-05,0.06928269949276,0.00034290206471206857,0.38199290008924436,0.18289739999454468,0.0,0.0,0.0013242999993963167,0.0,9.488815062280571e-05,0.10570539979380555,0.18157309999514837,,0.05107719999796245,0.17870409999159165,0.18556610000086948,0.06028599999262951,3.655715800006874,0.0,3.8344198999984656,3.885497099996428,1e-06,,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,9.00319441842046e-15,1.6873638378135556e-15,640,290,290,,290,128,1369,34352,2805760,1959.584940213343,19595.84940213343,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,608,609,9.940322817079794e-07,0,,,2,USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,,,,,,,9.00319441842046e-15,1.6873638378135556e-15,,,,,1e-05,boxeig,2999999.9999965867,True,,nan,0,0,,nan,0,0,0,0,False,608.0,matern,0.1,1.5,1.0,,85264,6000,btab_boxeig_topk_1024_q128,189,609,608,750000,3000000,cufinufft,binned_c1,50,608,9.940322817079794e-07,pcg,converged,608,,True,0.1,0,720.4558888598436,0.031097437244915194,0.030654366070366736,0,0.1,boxeig,ok,,0.0014652926111370188,0.8923632001824444,0.000574520723890409,0.3493086001253687,477731.2262291375,34352,,19595.84940213343,0.002456599992001429,6.370049351588884e-05,0.038729900057660416,5.9437829134510954e-05,0.03613820011378266,0.0003258473682667261,0.19811519990616944,0.3786592999967979,0.0,0.0,0.0016730000061215833,0.0,8.701562527628419e-05,0.05290550016798079,0.37698629999067634,,0.08094490000803489,0.18042469999636523,0.38158060000569094,0.06070940000063274,2.1915076000004774,0.0,2.3719322999968426,2.4528772000048775,1e-06,,v7_btab_boxeig
