Dataset,N,Kernel,reg_lambda,Method,method,top-k,|B|,q,Iter.,T_solve,T_total,RMSE,RMSE / RMSE_EFGP,Speedup
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,3000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,3000,5.251868687000069,5.2843031950001205,0.3897309821349196,1.0001665562172493,0.2329087642367527
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,3000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1225.0,,3000,5.872033933000012,5.90519380600017,0.3897236563577816,1.0001477560765688,0.20842000574972605
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,3000000,SE,0.1,Active inverse,btab_auto_topk_1225,1225.0,1225.0,,3000,5.885730436000131,5.918383338000012,0.3897235699051879,1.0001475342132915,0.2079555271618669
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,3000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q64,256.0,361.0,64.0,427,0.8895144049999999,0.9220764599999712,0.3895709340605397,0.9997558248699367,1.3347705753163253
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,3000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q128,512.0,625.0,128.0,37,0.5034052569999403,0.5362592799999675,0.3895709570273263,0.9997558838095975,2.2950848086020565
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,3000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_768_q128,768.0,961.0,128.0,5,0.2467661139999108,0.2799576129998513,0.3895709631829043,0.9997558996066562,4.3962388227694165
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,30000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,3000,5.247184689000051,5.410576216999971,0.3760994316365261,1.0047682364302744,0.5334283631255
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,30000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1225.0,,3000,5.7584693100000095,5.922727935000012,0.3760720805637446,1.004695166686341,0.4873016026862373
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,30000000,SE,0.1,Active inverse,btab_auto_topk_1225,1225.0,1225.0,,3000,5.85336148600004,6.017128896000031,0.3760662979503059,1.0046797181484863,0.47965647153057756
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,30000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q64,256.0,361.0,64.0,1190,2.138113950000161,2.302179477000209,0.3742610811135023,0.9998569920688514,1.2536619511354425
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,30000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q128,512.0,625.0,128.0,114,0.4452708199999051,0.6233308180001131,0.374261115233291,0.9998570832215545,4.63021357464718
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain30000000,30000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_768_q128,768.0,961.0,128.0,9,0.2524232989999291,0.4164663649999056,0.3742611127810231,0.9998570766701996,6.930103022847256
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,3000,5.284994207999944,7.044920246999936,0.3594062232412094,1.0088207735786074,1.4431880341483871
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1225.0,,3000,5.848841646999972,7.609152624999979,0.3592822675316316,1.0084728411090524,1.336173040950146
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,SE,0.1,Active inverse,btab_auto_topk_1225,1225.0,1225.0,,3000,5.779976728000065,7.539255480000065,0.3592898561063201,1.0084941415520958,1.3485608265923785
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q64,256.0,361.0,64.0,2892,4.985790815999962,6.74558279200005,0.3561578378129686,0.9997028493783912,1.5072299778245657
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q128,512.0,625.0,128.0,361,0.8486998879998282,2.608140107999816,0.3561579264957167,0.9997030983028469,3.8982355935614197
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain300000000,300000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_768_q128,768.0,961.0,128.0,26,0.2848382510001102,2.0449134410000624,0.3561579197976333,0.9997030795019324,4.971919298954668
synthetic_true_func_2d_ntrain1000000,1000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,11,0.0325316309999834,0.0511241990000144,0.3000387233421122,1.000000153572865,24.595092492298125
synthetic_true_func_2d_ntrain1000000,1000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1225.0,,5,0.049545271999932,0.0686692669999047,0.3000387234278732,1.0000001538586982,18.31102118800474
synthetic_true_func_2d_ntrain1000000,1000000,SE,0.1,Active inverse,btab_auto_topk_1225,1225.0,1225.0,,5,0.0532931620000454,0.0719975209999574,0.3000387234278732,1.0000001538586982,17.464551355882843
synthetic_true_func_2d_ntrain1000000,1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q64,256.0,361.0,64.0,431,0.8634497289999672,0.8822411830001329,0.3000387246802788,1.0000001580328455,1.4252388431064889
synthetic_true_func_2d_ntrain1000000,1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q128,512.0,625.0,128.0,93,0.4112028090000876,0.4300853550000738,0.3000387246243672,1.0000001578464974,2.9236159482802986
synthetic_true_func_2d_ntrain1000000,1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_768_q128,768.0,961.0,128.0,70,0.3719714450000992,0.3908798790000674,0.3000387253487859,1.0000001602609152,3.2168563043374068
synthetic_true_func_2d_ntrain10000000,10000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,24,0.0550577989999965,0.1177453569998761,0.2999590337788464,1.000000718639194,20.37605411483527
synthetic_true_func_2d_ntrain10000000,10000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1225.0,,4,0.047988389000011,0.1107809249999718,0.299959033916288,1.0000007190973954,21.657029547286086
synthetic_true_func_2d_ntrain10000000,10000000,SE,0.1,Active inverse,btab_auto_topk_1225,1225.0,1225.0,,4,0.0472339830000692,0.1099580420000165,0.299959033916288,1.0000007190973954,21.819102289941767
synthetic_true_func_2d_ntrain10000000,10000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q64,256.0,361.0,64.0,790,1.51021513600017,1.5725432290000754,0.2999590352013388,1.0000007233814863,1.5256723769213205
synthetic_true_func_2d_ntrain10000000,10000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q128,512.0,625.0,128.0,220,0.876083140999981,0.9401735429999007,0.2999590365293471,1.0000007278087881,2.551854159121266
synthetic_true_func_2d_ntrain10000000,10000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_768_q128,768.0,961.0,128.0,143,0.4969560160000128,0.5690914689998863,0.2999590383493139,1.0000007338761772,4.215817485748592
synthetic_true_func_2d_ntrain100000000,100000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,55,0.1068470700001853,0.6158410850000564,0.300030815090645,1.0000009787794981,7.887864615267727
synthetic_true_func_2d_ntrain100000000,100000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1225.0,,3,0.0487692149999929,0.5575289210000847,0.3000308149421984,1.0000009782847266,8.712859405188224
synthetic_true_func_2d_ntrain100000000,100000000,SE,0.1,Active inverse,btab_auto_topk_1225,1225.0,1225.0,,3,0.0459834179998779,0.5548940029998448,0.3000308149421986,1.000000978284727,8.754232478164642
synthetic_true_func_2d_ntrain100000000,100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q64,256.0,361.0,64.0,1174,2.110919732000184,2.619383846000119,0.300030806612505,1.0000009505219063,1.8545090710618246
synthetic_true_func_2d_ntrain100000000,100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q128,512.0,625.0,128.0,391,0.9096565390000252,1.418150299999979,0.30003081859727,1.000000990467059,3.4253570323259117
synthetic_true_func_2d_ntrain100000000,100000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_768_q128,768.0,961.0,128.0,266,0.7008637300000373,1.2093651619998127,0.3000308207685734,1.0000009977040007,4.016711623284533
synthetic_true_func_2d_ntrain3000000,3000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,16,0.0416687570000249,0.0733162710000669,0.2999783564407239,1.0000005077832557,22.83459316961967
synthetic_true_func_2d_ntrain3000000,3000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1225.0,,5,0.0519453619999694,0.0833795720000125,0.2999783565150736,1.0000005080311059,20.078625745402736
synthetic_true_func_2d_ntrain3000000,3000000,SE,0.1,Active inverse,btab_auto_topk_1225,1225.0,1225.0,,5,0.052223068000103,0.0836783330000798,0.2999783565150735,1.0000005080311056,20.00693800865411
synthetic_true_func_2d_ntrain3000000,3000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q64,256.0,361.0,64.0,564,1.0971804870000597,1.1289576200001648,0.2999783625448969,1.0000005281319773,1.4829141425165877
synthetic_true_func_2d_ntrain3000000,3000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q128,512.0,625.0,128.0,148,0.5039159779998954,0.5356874709998465,0.2999783572162993,1.0000005103686946,3.1252312432757865
synthetic_true_func_2d_ntrain3000000,3000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_768_q128,768.0,961.0,128.0,98,0.4210971780000818,0.4533104620002177,0.2999783580723491,1.0000005132224015,3.6931581362869763
synthetic_true_func_2d_ntrain30000000,30000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,36,0.0749531899998601,0.2399956479998763,0.3000533201884979,1.0000008208806328,13.153345893179111
synthetic_true_func_2d_ntrain30000000,30000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1225.0,,3,0.0491954760000226,0.2115505520000624,0.300053320198358,1.000000820913494,14.921945327748904
synthetic_true_func_2d_ntrain30000000,30000000,SE,0.1,Active inverse,btab_auto_topk_1225,1225.0,1225.0,,3,0.0457685470000797,0.2079284409999218,0.300053320198358,1.000000820913494,15.18188544010302
synthetic_true_func_2d_ntrain30000000,30000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q64,256.0,361.0,64.0,1171,2.109442680000029,2.2715984159999607,0.3000533198225028,1.000000819660865,1.3896583783319945
synthetic_true_func_2d_ntrain30000000,30000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q128,512.0,625.0,128.0,304,0.7700653910001165,0.9486381789999996,0.3000533237615576,1.000000832788725,3.327660472539377
synthetic_true_func_2d_ntrain30000000,30000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_768_q128,768.0,961.0,128.0,203,0.5942089770001076,0.7565319180000643,0.3000533252289146,1.0000008376790501,4.172653784846345
synthetic_true_func_2d_ntrain300000000,300000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,79,1.2839920139999776,2.779404703000182,0.3000178210607844,1.0000011144705898,3.7025085698718043
synthetic_true_func_2d_ntrain300000000,300000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1225.0,,3,0.0600248250000277,1.5556701070001964,0.3000178210388806,1.0000011143975813,6.615007697129243
synthetic_true_func_2d_ntrain300000000,300000000,SE,0.1,Active inverse,btab_auto_topk_1225,1225.0,1225.0,,3,0.0501741560001391,1.545825005000097,0.3000178210388806,1.0000011143975813,6.657137579424474
synthetic_true_func_2d_ntrain300000000,300000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q64,256.0,361.0,64.0,1546,4.294981601000018,5.790281027999981,0.3000178105682576,1.0000010794975391,1.7772487522172482
synthetic_true_func_2d_ntrain300000000,300000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q128,512.0,625.0,128.0,458,1.104889447000005,2.601127845000065,0.3000178216858709,1.00000111655409,3.9562721808469643
synthetic_true_func_2d_ntrain300000000,300000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_768_q128,768.0,961.0,128.0,352,0.907891968000058,2.4038079800000105,0.3000178193482272,1.0000011087623986,4.28102819260968
